CharacterID,Name,Real Name,ImageURL,Powers,Weaknesses,Bio
116,Closer,Clarence McMullen ,,,,None entered.
150,"Nick Fury (Marvel)(01 - Nick Fury, Sr.)",,150_20060721202100_char.jpg,"Slowed aging process, provided by the Infinity Formula.",,"Nicholas Joseph Fury is the son of noted World War I pilot Jack Fury and an alleged descendant of one of the men who wore the Phantom Rider mask in the late nineteenth century. He was born in New York City's Hell's Kitchen neighborhood in the late 1910s. Following high school, Fury and his longtime friend Red Hargrove joined Finley's Flying Circus, a traveling air show. They both became excellent pilots and stuntmen. When Finley's Flying Circus came to England in 1940, Fury and Hargrove gave parachuting instructions to Lt. Sam Sawyer, an American soldier attached to the British Army. Weeks later, Sawyer was assigned to rescue a British spy in Holland, and he persuaded Fury and Hargrove to accompany him. Their plane was downed in Holland, where they met circus strongman Timothy 'Dum-Dum' Dugan, who joined their rescue mission. In the end, all five safely returned to England. Inspired by the adventure, Dugan joined the British Army, and in early 1941 Fury and Hargrove returned to America to enlist in the U.S. Army. |||| |||| Fury and Hargrove were soon stationed at Pearl Harbor in Hawaii, where Fury rapidly rose to sergeant. On December 7, 1941, Pearl Harbor was attacked by the Japanese and Hargrove was slain. When America declared war on the Axis, Sawyer, now a captain, was reassigned to the U.S. Rangers and instructed to form the First Attack Squad, a special squad of rangers trained in military precision but using individually developed combat techniques. Given virtual carte blanche to handpick Squad members, Sawyer took pains to have Fury appointed field commander. Other recruits included Dugan, black jazz trumpeter Gabe Jones, mechanical expert Izzy Cohen, actor Dino Manelli, lasso-wielding Reb Ralston, and college student Junior Juniper. The Squad members were made honorary commandos in the British army and codenamed 'the Howling Commandos,' or 'Howlers.' Other units under Sawyer's command during the war included Sgt. Bull McGiveney's Maulers, Sgt. Bob Jenkins's Missouri Marauders, Jim Morita's Nisei Squadron, and Combat Kelly's Deadly Dozen. |||| |||| For nearly four years Fury led the Howlers on combat and intelligence missions in virtually every recognized theater of war (and a few more besides). When Juniper was slain in an early mission, he was replaced by eccentric British soldier Pinky Pinkerton; German defector Eric Koenig joined soon afterward, establishing the core membership the Howlers would retain for the remainder of the war, although other soldiers came and went over time. His left eye injured by an enemy grenade, Fury received a Purple Heart but did not leave military service, eventually regaining sight in that eye. The Howlers clashed with many high-ranking German officers, most notably Baron Wolfgang Von Strucker. The Howlers proved so successful that Strucker was ordered to form a similar unit, the Blitzkrieg Squad, but the Howlers always triumphed over their counterparts. Occasional allies of the Howlers included other Sawyer-commanded units, the Marines of Captain Simon Savage's Leatherneck Raiders, and the costumed adventurers Captain America and Bucky. At some point, Fury befriended a Canadian soldier named Logan, secretly a superhuman mutant. |||| |||| Early in the war, separated from the Howlers during a mission in France, Fury was gravely injured by a land mine. Discovered by French partisans, he was taken to a nearby doctor, Professor Berthold Sternberg. Unknown to Fury, Sternberg not only treated Fury's injuries, but also surgically altered Fury so he could withstand inoculation with Sternberg's so-called 'Infinity Formula,' intended to slow or even halt the human aging process. Fury returned to his unit a week later, still unaware of Sternberg's experiment; however, over the course of the war, exposure to Fury's blood introduced the formula into the other Howlers' bloodstreams as well, causing them to remain unusually vital well into old age. Fury returned to France many times during the war, occasionally on intelligence missions from the Office of Strategic Service. |||| |||| Weeks after the unit's formation, the Howlers were assigned to destroy a death ray created by Baron Heinrich Zemo, who destroyed it himself rather than risk its falling into enemy hands; Zemo later became a notorious enemy of Captain America. In mid-1942, while stationed in London, Fury fell in love with Lady Pamela Hawley, a British noblewoman serving in a London ambulance unit. In July of that same year, the Howlers ventured into Romania and met the infamous vampire Dracula, who proved as averse to Nazis as they were. However, the vampiric Nazi agent Baron Blood would later capture the Howlers, though his plans fell apart when an American soldier that he vampirized turned against him. In late 1942, the Howlers were assigned to North Africa, where they saw action alongside nomad leader Desert Hawk and his daughter Sheila, Captain Starr and the Marines of Item Company, and infantryman Combat Casey, among others. |||| |||| In 1943, Fury and Dugan rescued Pam Hawley from the German sorcerer Viscount Krowler, unwittingly intervening in a time-transcending clash between the demonic Dormammu and future Sorcerer Supreme Doctor Strange, who removed the soldiers' memories of the proceedings. The Howlers faced more magic weeks later when they teamed with adventurous thief Jean Luc LeBeau to keep Baron Strucker from obtaining the time-traveling gem called the Momentary Princess. On a more prosaic note, Fury at last decided to propose marriage to Hawley, but she perished tragically during a London air raid, killed by the raid's final bomb as she was helping the wounded. Months later, when Fury was home on leave, his brother Jake, jealous of Nick's fame, was abducted by the Nazi Colonel Klaue. Nick freed Jake but was captured himself, and Jake helped the Howlers rescue Nick. Following these events, Jake enlisted in the army; he soon regretted his choice, and his resentment of Nick grew. |||| |||| At some point the Nazi mastermind Red Skull infiltrated Fury's base in disguise, though circumstances foiled his mission. In April 1944, the Howlers fought the Skull directly alongside Captain America and Bucky, rescuing an American industrialist. Weeks later, the Howlers pursued Baron Strucker to the German village of Gruenstadt, where they saw him lead a Nazi S.S. Squad in massacring Gruenstadt's entire population. Outraged, the Howlers gunned down Strucker's soldiers to the last man, although Strucker himself escaped. Fury did not know it at the time, but Strucker destroyed Gruenstadt to conceal the nearby discovery of a party of Gnobians, extraterrestrials with vastly advanced technology. After the massacre, Strucker mindlinked with the Gnobian leader, gaining extensive alien knowledge--though he later disputed this--while the Gnobians were infected with his own twisted personality. |||| |||| On June 6, 1944, a.k.a. D-Day, the Howlers were part of the Allied invasion of Nazi-held France. In October they teamed with Captain America and Bucky to face a far different invasion, helping the contemporary Sorcerer Supreme, the Ancient One, against an alliance between Dormammu and the Red Skull; once more, sorcery removed memories of Dormammu from Fury and company. Returning to more conventional warfare, Fury and Cap destroyed one of the Red Skull's biochemical warfare camps weeks later, freeing airman Michael Kramer and other prisoners. The Howlers were also among the Allied forces who halted German advances in the Battle of the Bulge in the last days of 1944. In 1945, the Howlers had yet another brush with the unworldly in Berlin, where centuries-old sorcerer Algernon Crowe was creating zombie soldiers for the Nazis. The Howlers incapacitated the zombies and torched Crowe's facility, believing Crowe to be dead. |||| |||| When the war finally ended in August 1945, Fury led the Howlers on European 'mop-up' missions against remaining Axis operatives. It was during this period that the Howlers shut down the death camp laboratories of Nathaniel Essex, a.k.a. Mister Sinister. Fury was then reassigned to Okinawa, Japan to shut down remnants there, while the other Howlers returned to civilian life. |||| |||| Fury was soon recruited by the O.S.S. full-time. Working with agents of the British MI-5, he was sent after Colonel Ishii, a renegade Japanese scientist with a cache of bio-weapons; Fury captured Ishii, but was the mission's only survivor. In 1946, Fury aged sixty years in minutes due to long-term effects of Sternberg's Infinity Formula; Sternberg, having anticipated this, had mailed Fury a mutated version of the formula, and Fury immediately inoculated himself with it, restoring his youth. However, the effect lasted only one year, and Sternberg began extorting money from Fury in exchange for a yearly supply of the formula. Unable to locate Sternberg, Fury acquiesced and bought doses from him for the next several decades. |||| |||| When the O.S.S. disbanded in 1947, Fury was reassigned to Army Intelligence and eventually saw action in the Korean War, which began in 1950; at some point, Fury re-formed the Howling Commandos, who re-enlisted for a special mission to blow up a missile base behind enemy lines. At the successful close of this mission, Fury was promoted to second lieutenant and soon afterward transferred to the Central Intelligence Agency. In this capacity, he led a unit known as Team Valkyrie until the war's end in 1953. At some point in the late 1950s or early 1960s, Fury worked with the super-team called the First Line and was particularly impressed by their leader, Yankee Clipper. By 1963, Fury was a C.I.A. colonel in charge of a program involving telepathic operatives, one of whom, Theresa Bellwether, was murdered as part of a defense operation called Project: About Face. The ultimate fate of Fury's program is unrevealed, but by 1967 he was active in the Vietnam War, where he again re-formed the Howling Commandos as volunteers on special assignment; a year later, he underwent training in the Green Beret Special Forces, which he followed up with Black Beret training in 1973. Little else is known of Fury's C.I.A. activities, although during this period he frequently worked with his wartime comrade Logan, now a Canadian intelligence operative. Fury's tactics and talents earned him many rivals, including a deadly intelligence operative known only as the Spook. |||| |||| In the early 1980s, Fury investigated a reorganized First Line and aided them against subterranean invaders; following his report, he was recommended for 'Project S.H.I.E.L.D.,' a government operation still many years from completion. Later, Fury went undercover in Macao to investigate Amber D'Alexis, who ran an espionage and weapons smuggling ring out of her casino; Fury romanced D'Alexis to win her confidence, only to learn that she was romantically involved with his brother Jake, now a biophysics researcher. Fury ultimately took D'Alexis into custody, and Jake's resentment turned into hatred. A few years later, Fury re-formed the Howling Commandos at least once more, for a mission with pilot Ben Grimm. During the same time frame, Fury worked with two brilliant scientists, Reed Richards and Tony Stark; unknown to Fury, both men were involved in Project S.H.I.E.L.D., and Jake Fury soon became a Stark employee. |||| |||| In recent years, not long after the debut of the Fantastic Four, Nick Fury aided the team against the subversive Hate-Monger. Following this mission, Fury was assigned to investigate a spy at Stark International, unaware that Stark himself was involved in the new international espionage unit known as S.H.I.E.L.D. (Supreme Headquarters International Espionage Law-enforcement Division), the finalized version of Project: S.H.I.E.L.D., whose director, Colonel Rick Stoner, had recently been slain by the high-tech terrorists Hydra. Fury was dismayed to discover that the spy was his brother Jake, who had defected to Hydra. Confronting his brother, Fury was shot in the left eye, exacerbating his old war injury. Though his operations were exposed, Jake escaped, and Nick, his left eye now almost totally useless, began wearing an eyepatch. Shortly afterward, a mission in Russia again teamed him with Logan, now the Canadian super-agent Wolverine. |||| |||| Returning to America, Fury was, at Stark's recommendation, recruited to head S.H.I.E.L.D., which was facing renewed attacks from Hydra. Fury was dubious of his own qualifications but accepted the role, soon recruiting Dum-Dum Dugan, who became his second-in-command, as well as Gabe Jones and Eric Koenig. Fury led S.H.I.E.L.D. against Hydra, A.I.M., the Druid, and other terrorists; never one to risk subordinates' lives on jobs he could do himself, Fury continued to act as a field agent. His right-hand man was Jasper Sitwell, a loyal administrator whose dedication to the rules irked Fury almost as much as it grounded him, while much of S.H.I.E.L.D.'s developing technology was overseen by Sidney 'the Gaffer' Levine, a brilliant inventor and, like Fury, a veteran of a wartime unit, in his case the high-tech Skywolves. During his early clashes with Hydra, Fury fell in love with Laura Brown, daughter of the organization's supposed leader, the Imperial Hydra; when the Imperial Hydra was slain in one clash, Fury believed Hydra was on its last legs, but its creed of 'cut off one arm and another shall take its place' would soon prove itself true. When Fury's relationship with Brown ended, he began romancing fellow agent Contessa Valentina de Fontaine. |||| |||| Mere months after joining S.H.I.E.L.D., Fury was reunited with his wartime friend Captain America, who had been revived from decades of suspended animation by the Avengers. Ironically, Fury faced a more unhappy reunion when he learned that Hydra, founded in the closing days of World War II, was secretly led by none other than Baron Strucker, who tried to blackmail the world with a so-called Death-Spore bomb; however, Fury located the bomb and sealed it in Hydra's domed island base, where it apparently killed only Strucker and his men. On the heels of this victory, Fury was almost driven mad when he became a pawn in a game between Latverian dictator Doctor Doom and his robot opponent, the Prime Mover. In the course of the game, S.H.I.E.L.D. clashed with a robot of the megalomaniacal Yellow Claw, and when the true Claw's nemesis, FBI agent Jimmy Woo, became involved in the proceedings, Fury recruited him for S.H.I.E.L.D. |||| |||| |||| Another foe resurfaced when Jake Fury, empowered by the mysterious Zodiac Key, attacked S.H.I.E.L.D. as Scorpio; eventually exposed, Scorpio clashed with Fury repeatedly until his apparent death, although his consciousness survived in an android body. A final bit of Fury's past was laid to rest when Professor Sternberg was slain by criminal Steel Harris, who attempted to up the extortion on Fury's supply of the Infinity Formula; however, with the help of de la Fontaine, Fury defeated Steel and obtained the secrets of the Infinity Formula for himself. |||| |||| |||| As S.H.I.E.L.D. director, Fury fought various superhuman foes alongside New York's super heroes, many of whom he befriended. When the Thing and a handful of Avengers organized a floating poker game, Fury became a regular participant; at one such game he renewed his friendship with Wolverine, now a member of the mutant X-Men. Despite his respect for super heroes, Fury recognized them as potential loose cannons, and S.H.I.E.L.D. formed more than one contingency plan against them. For years, Fury balanced his duties against his friendships, not always to his own satisfaction. As S.H.I.E.L.D.'s influence spread, Fury became concerned about internal corruption and worked with ex-agent Mockingbird to expose several criminal operations. Fury became the target of the seven-section organization the Sept, who attacked S.H.I.E.L.D.'s airborne Helicarrier base, overthrew a small Latin American government, attacked Fury and his men in Egypt, and were tracked to Hong Kong, where Fury unmasked their leader, the One, as the true Yellow Claw. A few years later, while investigating use of the Zodiac Key, Fury was stunned to meet a new Scorpio named Mikel Fury, who claimed to be Jake Fury's son by Amber D'Alexis. Working alongside Wolverine, Fury shut down D'Alexis's latest criminal operation, but D'Alexis herself held Fury at gunpoint and revealed that Nick, not Jake, was Mikel's father. D'Alexis was defeated by Wolverine shortly afterward, and Fury took Mikel into S.H.I.E.L.D. custody, although he soon escaped. |||| |||| Soon afterward, Fury learned that S.H.I.E.L.D. had been infiltrated by artificial life-forms called Deltites, who deceived most of Fury's agents, including de la Fontaine, into turning against him. Fury and a handful of loyal agents eventually defeated the Deltites, but not before almost all remaining S.H.I.E.L.D. agents were seemingly slain; unknown to Fury, the Deltites had been directed by Baron Strucker, alive after all, who kept the supposedly dead agents in stasis. S.H.I.E.L.D. was formally disbanded, and Fury traveled the world to close S.H.I.E.L.D.'s bases and destroy its most dangerous technology. Physically and emotionally exhausted, Fury briefly retired in the company of agent Kate Neville, who became his lover. |||| |||| Months later, Fury left retirement to join de la Fontaine, Neville, and others against the Death's Head Guard, Gnobians altered by former Nazi geneticist Arnim Zola and driven by Strucker's hatred of Fury. The Guard slew hundreds of American agents before Fury managed to break through their programming, after which they committed mass suicide; Strucker later implied that the aliens were in fact creations of Hydra, but this claim seems dubious given the Gnobians' wartime activities. Soon afterward, a new S.H.I.E.L.D. (Strategic Hazard Intervention Espionage Logistics Directorate), designed to be less vulnerable to corruption, was formed, and Fury became its director. Under Fury, the new S.H.I.E.L.D. renewed ties with the superhuman community and faced enemies both new and old, including Algernon Crowe, one of the leaders of Mys-Tech, which combined science and magic in pursuit of conquest. Investigating Mys-Tech's greatest threat, the reality-altering Un-Earth, Fury was slain by Crowe, only to be resurrected when American and British super heroes reversed time to defeat Mys-Tech. Fury later teamed with the United Kingdom's Super-Soldiers against Hydra's Warlord Huang Zhu in the Savage Land. |||| |||| Despite the new S.H.I.E.L.D.'s early successes, tragedy again struck when Hydra massacred hundreds of new S.H.I.E.L.D. agents, but Hydra inadvertently provided replacements when Fury discovered the comatose agents believed slain by the Deltites. Learning of Strucker's survival, Fury again confronted his nemesis and defeated him, although Strucker eluded capture. Reunited with his longtime agents and friends, Fury set about expanding S.H.I.E.L.D., which eventually neared the size and complexity of its predecessor. Fury even made peace with his son Mikel, whom he recruited as an agent to help him when internal strife in Hydra fueled subversive activity in his home neighborhood of Hell's Kitchen. |||| |||| Sometime later, Fury received a coded distress message from someone called Fallen Angel, who claimed to be Rick Stoner, long believed dead. Commissioning a specialized LMD (Life Model Decoy) android duplicate from Tony Stark, Fury left the duplicate in his place and traced the signal to Project: Backslide, an abandoned S.H.I.E.L.D. experiment, only to be pulled into a pocket dimension with Fallen Angel, who, regardless of his true identity, died shortly afterward, leaving Fury stranded for months. Unknown to Fury, his LMD duplicate captured and tried to rehabilitate the killer vigilante Punisher; however, the Spook, Fury's longtime rival, brainwashed the Punisher into assassinating the LMD, believed by all to be Fury. Meanwhile, Fury's subconscious had remade the pocket dimension into a duplicate of wartime Europe, where he relived past Howlers missions. He regained his senses through the arrival of Sharon Carter, an agent of the prior S.H.I.E.L.D., long thought dead; although Carter had come seeking vengeance on Fury, she ultimately helped him return to Earth. Fury briefly stepped down from S.H.I.E.L.D. directorship, leaving Carter to succeed him, but he soon returned, driving himself harder than ever. One of S.H.I.E.L.D.'s most serious setbacks came when the Helicarrier was hijacked by the Red Skull, who joined forces with the Hate-Monger in an effort to spread hatred across the world, but the villains were defeated by Fury, Captain America, and their fellow wartime veteran, Namor the Sub-Mariner. |||| |||| Ultimately, despite Fury's best efforts, the second incarnation of S.H.I.E.L.D. has proven no more immune to corruption than the first, and Fury has grown dubious of some of the agency's more inhumane operations, such as the so-called Deathlok project. Fury even briefly lost command of S.H.I.E.L.D., being demoted to a desk job. Despite ending the threat of former Hydra agent Rudy Gargarin on Napoleon Island, Fury had to struggle to regain his position. Moreover, as superhuman incidents become more widespread and devastating, Fury, despite his efforts to steer government attention away from such allies as Spider-Man and Daredevil, has found himself at odds with the Fantastic Four, the X-Men, and even his old friends Captain America and Wolverine, whom he has been reduced to manipulating on more than one mission, including a recent foray into Latveria that left hard feelings all around and resulted in Fury losing directorship of S.H.I.E.L.D. and going into hiding. Fury is now working underground. It remains to be seen how long Fury can tread the line between conflicting loyalties."
877,Hitman,Tommy Monaghan ,877_20070909083747_char.jpg,Tommy Monaghan has low levels of telepathic mind reading abilities as well as x-ray vision.,Mortal.,"A hitman who vows only to take out the bad guys, and not good guys like Batman, encounters aliens who disrupt his eyesight. With his eyes somewhat deformed, he wears sunglasses all the time."
2855,Bumblebee (DC),Karen Beecher-Duncan ,2855_20070311190045_char.jpg,"Her abilities are derived from her scientific super-suit. The suit enhances her strength, acts as body armor and allows her to fly and create painful sonic blasts.",,"Scientist Karen Beecher was the girlfriend of Mal Duncan (a.k.a. the superhero Herald). In order to help make Herald look good in front of the team, Beecher secretly made herself a bumblebee-themed super-suit and attacked the Teen Titans. She escaped without this ruse being revealed. |||| |||| When she later explained to Mal and the Titans what she had done, they were impressed enough to offer her membership, which she accepted. She and Mal subsequently moved to the new Titans West team, having relocated to San Francisco. When the Titans team dissolved for a time, Karen and Mal married and 'retired' from super-heroics. Karen took a job with S.T.A.R. Labs, where she designs non-lethal weaponry. |||| |||| They have returned to crime-fighting from time to time to assist the team, most notably during a short-lived revival of Titans West and the JLA/Titans event, which reunited everyone involved with the team. Following this, Mal and Karen briefly joined the latest incarnation of Titans West (now called Titans L.A.), but this incarnation of the team never really formed."
698,Steel (DC)(03 - John Henry Irons),John Henry Irons ,698_20090302125301_char.jpg,,,"John Henry Irons built his suit of armor and donned it as the Man of Steel in the wake of Superman's death, as he felt that Metropolis needed a hero (he debuted the same time as Superboy, the Kryptonian Superman, and the Cyborg Superman, as was the only one to not claim to be the real Superman). |||| |||| After the real Superman returned, John Henry shortened his name to simply Steel. |||| |||| Steel was briefly a member of the Justice League. |||| |||| He retired from active duty after sustaining massive injuries, but recently returned when Superman disappeared once again. |||| |||| Steel's niece, Natasha, donned armor as the fourth Steel."
370,Doctor Psycho (DC)(Post Crisis),Edward Cizko ,370_20070311185326_char.jpg,,,None entered.
11161,Peotr the Orangutan (Marvel),,11161_20160505065829_char.jpg,"Magnetic powers, genius level intellect.",,"Super-Apes, gained intelligence. Orangutan."
1288,Arsenal (DC)(02 - Roy Harper),Roy Harper ,1288_20051204212024_char.jpg,exceptional marksmanship; |||| proficiency with a huge variety of weapons; |||| hand-to-hand combat training.,,"Roy Harper was raised by Brave Bow, a Navajo medicine chief after his father, a forest ranger, died in a forest fire. |||| |||| Under Brave Bow's tutelage, Roy became a remarkable archer, and, after Brave Bow's death, Roy was adopted by Oliver Queen, the Green Arrow, and became the Green Arrow's sidekick, 'Speedy.'"
16332,Occulus,Occulus ,16332_20071104015723_char.jpg,"Occulus possessed the ability to tap into the gems of the Inniverse, which granted him a variety of energy powers. The more gems he possessed, the greater his power. He can form force fields, project energy blasts (heat, light, and concussive force) from his gem eye, levitate, and detect various forms of energy. He had enhanced human strength and stamina.",,None entered.
65,Professor X (Marvel),Charles Francis Xavier ,65_20061202064114_char.jpg,"Professor Charles Xavier possesses vast and incredibly powerful psionic powers, and is generally considered to be the most powerful telepath on Earth. With his powers he is able to easily read minds, project his own thoughts into the minds of others and if he so wishes, actually control the minds and actions of others. Other feats he’s been shown capable of executing include projecting his psyche onto the astral plane, projecting illusions into the minds of others & causing temporary memory loss (or completely wiping a specific memory from another’s mind). He’s also able to sense the presence of a mutant if they’re within a close proximity to him. With the help of certain equipment (mainly Cerebro) he’s able to amplify his abilities to the point where he can locate a mutant mind on the other side of the planet.",,None entered.
39,Katherine 'Kate'  Bishop (Marvel),,39_20070815141032_char.jpg,,,"The daughter of rich publishing magnate Derek Bishop, Kate Bishop never felt comfortable with wealth; like her mother, she donated time and money to soup kitchens, women’s shelters, and other worthy causes. After her mother was killed, Kate became even more active in charity. Later attacked and raped in Central Park, Kate received the best therapy that money could buy; she also undertook an intensive physical fitness and self-defense training regimen. Determined never again to let herself or anyone else be victimized if she could prevent it. At her upscale private school, the Hawthorne Academy, and at the elite Interlochen National Music Camp, Kate studied archery, fencing, kickboxing, and various martial arts. |||| |||| A major social event, Kate’s sister’s wedding at New York’s St. Patrick’s Cathedral was interrupted by five gunmen who held the guests hostage when the police cornered them inside. When the novice heroes known as the “Young Avengers” subdued most of the gunmen, Kate tried to join the fight and ended up with a gun to her head, but used one of Patriot’s throwing stars to down her assailant. Kate’s “heroics” made the evening news, and when Cassie Lang sought her out trying to locate the Young Avengers, the two girls tracked the group to the ruins of Avengers Mansion, where the senior Avengers were trying to convince their youthful counterparts to disband. Carefully observing Iron Man as he unlocked the doors, Kate used his passcodes to free Cassie and the Young Avengers after the Avengers confined them for their own safety. She also scavenged costumes and weaponry from nearby rooms, outfitting herself with equipment formerly used by past Avengers members Hawkeye (Clint Barton), Mockingbird (Bobbi Morse), and the Swordsman (Jacques Dunesque). When the Avengers and Young Avengers battled Kang, Kate fought beside them, but afterwards was forced to surrender the equipment. |||| |||| Unwilling to give up the chance to make a real difference, Kate pushed the other Young Avengers to remain together, using her father’s funds to purchase new costumes and weaponry for the team. Appropriating an empty publishing warehouse of her father’s to use as team headquarters, she arranged its refitting and refurnishing. When Patriot left the group, she acted as unofficial leader in his absence despite being the only Young Avenger without powers and the only member who had not been part of the Vision’s Failsafe Program (a list of young Avengers-connected adventurers and potential adventurers compiled by the Vision as a means of recruiting the next generation of Avengers should the original team be dissolved; Iron Lad accessed the list, using it to form the Young Avengers). |||| |||| Kate had a hard time coming up with a code-name. During a battle between the Skrulls and the Kree the Young Avengers fought alongside the New Avengers. After which Jessica Jones delivered a gift from Captain America: the original Hawkeye's bow and arrows along with his code-name.   Officially making Kate the new Hawkeye ||||"
95,Two-Face (DC)(01 - Harvey Dent),Harvey Dent. ,95_20070317121223_char.jpg,,,"Harvey Dent was once one of Gothams greatest District Attornies and a friend of Batman but while investigating a Murder case against Sal Maroni, Maroni threw acid at Dent which hit half his face forever changing his life and making him Two Face."
